GTR3 dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

Am_AcusticPlug26_1.wav Amin ['Amin', 0.46, {'A', 'C', 'E'}, 'E']
Bdim_AcusticPlug15_2.wav Bdim ['Fdim', 0.09, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug15_3.wav Bdim ['Fdim', 0.19, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug15_4.wav Bdim ['Ddim', 0.62, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug16_1.wav Bdim ['Abdim', 0.28, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug16_2.wav Bdim ['Abdim', 0.23, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug16_3.wav Bdim ['Ddim', 0.3, {'B', 'Ab', 'D', 'F'}, 'B']
Bdim_AcusticPlug16_4.wav Bdim ['Ddim', 0.49, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug17_1.wav Bdim ['Abdim', 0.22, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug17_2.wav Bdim ['Abdim', 0.16, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug17_3.wav Bdim ['Fdim', 0.3, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug17_4.wav Bdim ['Ddim', 0.49, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug18_1.wav Bdim ['Abdim', 0.21, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug18_2.wav Bdim ['Ddim', 0.16, {'B', 'Ab', 'D', 'F'}, 'B']
Bdim_AcusticPlug18_3.wav Bdim ['Fdim', 0.27, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug18_4.wav Bdim ['Ddim', 0.56, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug19_1.wav Bdim ['Fdim', 0.4, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug19_2.wav Bdim ['Fdim', 0.39, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug19_3.wav Bdim ['Fdim', 0.4, {'B', 'Ab', 'F'}, 'Ab']
Bdim_AcusticPlug19_4.wav Bdim ['Ddim', 0.36, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug1_1.wav Bdim ['B', 0.45, {'Bb', 'B', 'Ab'}, 'B']
Bdim_AcusticPlug1_2.wav Bdim ['B', 0.37, {'Db', 'B', 'Ab'}, 'B']
Bdim_AcusticPlug1_3.wav Bdim ['Ab', 0.68, {'Bb', 'B', 'Ab'}, 'Ab']
Bdim_AcusticPlug1_4.wav Bdim ['Ddim', 0.38, {'Bb', 'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug20_1.wav Bdim ['Abmin', 0.33, {'B', 'Ab', 'Eb'}, 'B']
Bdim_AcusticPlug20_2.wav Bdim ['Abmin', 0.28, {'B', 'Ab', 'Eb'}, 'B']
Bdim_AcusticPlug20_3.wav Bdim ['Abmin', 0.63, {'B', 'Ab', 'Eb'}, 'B']
Bdim_AcusticPlug20_4.wav Bdim ['Ab', 0.35, {'F', 'Ab', 'Eb'}, 'Ab']
Bdim_AcusticPlug21_1.wav Bdim ['Fdim', 0.25, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug21_2.wav Bdim ['Fdim', 0.22, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug21_3.wav Bdim ['Fdim', 0.29, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug21_4.wav Bdim ['Ddim', 0.51, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug22_1.wav Bdim ['Fdim', 0.26, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug22_2.wav Bdim ['Fdim', 0.27, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug22_3.wav Bdim ['Fdim', 0.3, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug22_4.wav Bdim ['Ddim', 0.47, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug23_1.wav Bdim ['Abdim', 0.24, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug23_2.wav Bdim ['Abdim', 0.19, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug23_3.wav Bdim ['Fdim', 0.31, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug23_4.wav Bdim ['Ddim', 0.59, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug24_1.wav Bdim ['Fdim', 0.26, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug24_2.wav Bdim ['Fdim', 0.27, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug24_3.wav Bdim ['Abdim', 0.35, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug24_4.wav Bdim ['Ddim', 0.43, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug25_1.wav Bdim ['Ddim', 0.21, {'B', 'Ab', 'D', 'F'}, 'B']
Bdim_AcusticPlug25_2.wav Bdim ['Abdim', 0.2, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug25_3.wav Bdim ['Abdim', 0.26, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug25_4.wav Bdim ['Ddim', 0.46, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug2_1.wav Bdim ['B', 0.43, {'Bb', 'B', 'Ab'}, 'B']
Bdim_AcusticPlug2_2.wav Bdim ['B', 0.37, {'Db', 'B', 'Ab'}, 'B']
Bdim_AcusticPlug2_3.wav Bdim ['B', 0.65, {'Bb', 'B', 'Ab'}, 'B']
Bdim_AcusticPlug2_4.wav Bdim ['Ab', 0.47, {'Bb', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug3_1.wav Bdim ['Abdim', 0.37, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug3_2.wav Bdim ['B', 0.29, {'Db', 'B', 'Ab'}, 'B']
Bdim_AcusticPlug3_3.wav Bdim ['B', 0.52, {'Bb', 'B', 'Ab'}, 'B']
Bdim_AcusticPlug3_4.wav Bdim ['Ab', 0.45, {'Bb', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug4_1.wav Bdim ['Abdim', 0.68, {'B', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug4_2.wav Bdim ['Abdim', 0.52, {'B', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug4_3.wav Bdim ['Abdim', 0.3, {'B', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug4_4.wav Bdim ['Ddim', 0.28, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug5_1.wav Bdim ['Abdim', 0.67, {'B', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug5_2.wav Bdim ['Abdim', 0.68, {'B', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug5_3.wav Bdim ['Abdim', 0.4, {'B', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug5_4.wav Bdim ['Ddim', 0.39, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug6_1.wav Bdim ['Abdim', 0.42, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug6_2.wav Bdim ['Abdim', 0.32, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug6_3.wav Bdim ['Ab', 0.36, {'Db', 'B', 'Ab'}, 'Ab']
Bdim_AcusticPlug6_4.wav Bdim ['Ddim', 0.3, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug7_1.wav Bdim ['Abdim', 0.42, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug7_2.wav Bdim ['B', 0.33, {'Db', 'B', 'Ab'}, 'B']
Bdim_AcusticPlug7_3.wav Bdim ['Ab', 0.56, {'Bb', 'B', 'Ab'}, 'Ab']
Bdim_AcusticPlug7_4.wav Bdim ['Ab', 0.41, {'Bb', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug8_1.wav Bdim ['Abdim', 0.36, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug8_2.wav Bdim ['Abdim', 0.25, {'B', 'Ab', 'D'}, 'B']
Bdim_AcusticPlug8_3.wav Bdim ['Fdim', 0.3, {'B', 'Ab', 'F'}, 'B']
Bdim_AcusticPlug8_4.wav Bdim ['Ddim', 0.35, {'F', 'Ab', 'D'}, 'Ab']
Bdim_AcusticPlug9_1.wav Bdim ['B', 0.46, {'Bb', 'B', 'Ab'}, 'B']
Bdim_AcusticPlug9_2.wav Bdim ['B', 0.34, {'Bb', 'B', 'Ab'}, 'B']
Bdim_AcusticPlug9_3.wav Bdim ['B', 0.62, {'Bb', 'B', 'G'}, 'B']
Bdim_AcusticPlug9_4.wav Bdim ['Bb', 0.76, {'Bb', 'Ab', 'Gb'}, 'Bb']
Bdim_Acustic_Miguel_1.wav Bdim ['Bdim', 0.24, {'B', 'D', 'F'}, 'B']
Bdim_Acustic_Miguel_2.wav Bdim ['B', 0.25, {'B', 'F', 'E'}, 'B']
Bdim_Acustic_Miguel_3.wav Bdim ['B', 0.65, {'F', 'B', 'E'}, 'B']
Bdim_Acustic_Miguel_4.wav Bdim ['Bdim', 0.24, {'B', 'D', 'F'}, 'B']
Bdim_Classic2_Carolina_1.wav Bdim ['Bdim', 0.83, {'F', 'B', 'D'}, 'B']
Bdim_Classic2_Carolina_2.wav Bdim ['Bdim', 0.78, {'F', 'B', 'D'}, 'B']
Bdim_Classic2_Carolina_3.wav Bdim ['Bdim', 0.65, {'F', 'B', 'D'}, 'B']
Bdim_Classic2_Carolina_4.wav Bdim ['Bdim', 0.65, {'F', 'B', 'D'}, 'B']
Bdim_Classic3_Carolina_1.wav Bdim ['Bdim', 0.55, {'B', 'D', 'F'}, 'B']
Bdim_Classic3_Carolina_2.wav Bdim ['Bdim', 0.26, {'B', 'D', 'F'}, 'B']
Bdim_Classic3_Carolina_3.wav Bdim ['Bdim', 0.41, {'B', 'D', 'F'}, 'B']
Bdim_Classic3_Carolina_4.wav Bdim ['Bdim', 0.47, {'B', 'D', 'F'}, 'B']
Bdim_ClassicA_Miguel_1.wav Bdim ['Bdim', 0.47, {'B', 'D', 'F'}, 'F']
Bdim_ClassicA_Miguel_2.wav Bdim ['Fdim', 0.13, {'B', 'Ab', 'F'}, 'B']
Bdim_ClassicA_Miguel_3.wav Bdim ['Bdim', 0.45, {'B', 'D', 'F'}, 'F']
Bdim_ClassicA_Miguel_4.wav Bdim ['Bdim', 0.75, {'B', 'D', 'F'}, 'B']
Bdim_ClassicCleanGB_JO_1.wav Bdim ['Fmaj', 0.9, {'F', 'A', 'C'}, 'C']
Bdim_ClassicCleanGB_JO_2.wav Bdim ['Fmaj', 0.84, {'F', 'A', 'C'}, 'C']
Bdim_ClassicCleanGB_JO_3.wav Bdim ['Dmin', 0.84, {'F', 'A', 'D'}, 'A']
Bdim_ClassicCleanGB_JO_4.wav Bdim ['Fmaj', 0.87, {'F', 'A', 'C'}, 'C']
Bdim_Classic_Jegundo_1.wav Bdim ['Bdim', 0.39, {'B', 'D', 'F'}, 'F']
Bdim_Classic_Jegundo_2.wav Bdim ['Bdim', 0.34, {'B', 'D', 'F'}, 'F']
Bdim_Classic_Jegundo_3.wav Bdim ['Bdim', 0.24, {'B', 'D', 'F'}, 'F']
Bdim_Classic_Jegundo_4.wav Bdim ['Bdim', 0.19, {'B', 'D', 'F'}, 'B']
Bdim_Classic_Miguel_1.wav Bdim ['Bdim', 0.4, {'B', 'D', 'F'}, 'B']
Bdim_Classic_Miguel_2.wav Bdim ['Bdim', 0.4, {'B', 'D', 'F'}, 'F']
Bdim_Classic_Miguel_3.wav Bdim ['Bdim', 0.22, {'B', 'D', 'F'}, 'B']
Bdim_Classic_Miguel_4.wav Bdim ['Bdim', 0.21, {'B', 'D', 'F'}, 'B']
Bdim_Classic_Simona_1.wav Bdim ['F', 0.67, {'B', 'F', 'E'}, 'F']
Bdim_Classic_Simona_2.wav Bdim ['B', 0.25, {'B', 'F', 'E'}, 'B']
Bdim_Classic_Simona_3.wav Bdim ['B', 0.28, {'B', 'Gb', 'F'}, 'B']
Bdim_Classic_Simona_4.wav Bdim ['B', 0.07, {'B', 'Ab', 'Gb', 'A'}, 'B']
Bdim_Electric_Fabi_1.wav Bdim ['Esus2', 0.77, {'B', 'Gb', 'E'}, 'E']
Bdim_Electric_Fabi_2.wav Bdim ['D', 0.53, {'Gb', 'Eb', 'D'}, 'D']
Bdim_Electric_Fabi_3.wav Bdim ['Bmin', 0.73, {'B', 'Gb', 'D'}, 'D']
Bdim_Electric_Fabi_4.wav Bdim ['Bmin', 0.47, {'B', 'Gb', 'D'}, 'D']
Bdim_RetroGB_JO_1.wav Bdim ['D', 0.25, {'F', 'C', 'D'}, 'D']
Bdim_RetroGB_JO_2.wav Bdim ['C', 0.51, {'F', 'C', 'B'}, 'C']
Bdim_RetroGB_JO_3.wav Bdim ['C', 0.47, {'F', 'C', 'B'}, 'C']
Bdim_RetroGB_JO_4.wav Bdim ['D', 0.23, {'F', 'C', 'D'}, 'D']
Bdim_RockGB_JO_1.wav Bdim ['D', 0.85, {'Ab', 'C', 'D'}, 'D']
Bdim_RockGB_JO_2.wav Bdim ['F', 0.73, {'F', 'C', 'D'}, 'F']
Bdim_RockGB_JO_3.wav Bdim ['C', 0.85, {'F', 'C', 'D'}, 'C']
Bdim_RockGB_JO_4.wav Bdim ['C', 0.84, {'Ab', 'C', 'D'}, 'C']
Bdim_RootsGB_JO_1.wav Bdim ['Fdim', 0.36, {'F', 'Ab', 'B'}, 'B']
Bdim_RootsGB_JO_2.wav Bdim ['Fmin', 0.35, {'F', 'Ab', 'C', 'B'}, 'B']
Bdim_RootsGB_JO_3.wav Bdim ['B', 0.46, {'B', 'C', 'F'}, 'B']
Bdim_RootsGB_JO_4.wav Bdim ['Ddim', 0.38, {'F', 'Ab', 'C', 'D'}, 'F']
Bdim_acousticguitar_Mari_1.wav Bdim ['Esus4', 0.09, {'B', 'A', 'E'}, 'B']
Bdim_acousticguitar_Mari_2.wav Bdim ['B', 0.59, {'B', 'F', 'E'}, 'B']
Bdim_acousticguitar_Mari_3.wav Bdim ['B', 0.7, {'B', 'F', 'E'}, 'B']
Bdim_acousticguitar_Mari_4.wav Bdim ['Bdim', 0.11, {'B', 'D', 'F'}, 'B']
Bdim_acousticguitar_SalomAndrade_1.wav Bdim ['B', 0.33, {'B', 'E', 'D'}, 'B']
Bdim_acousticguitar_SalomAndrade_2.wav Bdim ['Emaj', 0.05, {'Bb', 'B', 'Ab', 'E'}, 'B']
Bdim_acousticguitar_SalomAndrade_3.wav Bdim ['Esus2', 0.1, {'B', 'Gb', 'E'}, 'B']
Bdim_acousticguitar_SalomAndrade_4.wav Bdim ['Emaj', 0.03, {'D', 'B', 'Ab', 'Bb', 'E'}, 'B']
Bdim_acusticGB_JO_1.wav Bdim ['Fdim', 0.42, {'B', 'Ab', 'F'}, 'B']
Bdim_acusticGB_JO_2.wav Bdim ['Fdim', 0.54, {'B', 'Ab', 'F'}, 'B']
Bdim_acusticGB_JO_3.wav Bdim ['Ddim', 0.42, {'B', 'Ab', 'D', 'F'}, 'Ab']
Bdim_acusticGB_JO_4.wav Bdim ['Ab', 0.33, {'Ab', 'Eb', 'D'}, 'Ab']
Bdim_classical_AfonsoLemos_-01.wav Bdim ['Bdim', 0.26, {'B', 'F', 'D'}, 'B']
Bdim_classical_AfonsoLemos_-02.wav Bdim ['B', 0.07, {'B', 'Gb', 'F'}, 'B']
Bdim_classical_AfonsoLemos_-03.wav Bdim ['Bdim', 0.29, {'B', 'D', 'F'}, 'B']
Bdim_classical_AfonsoLemos_-04.wav Bdim ['Bdim', 0.24, {'B', 'F', 'D'}, 'B']
Bdim_classical_henrique_1.wav Bdim ['Bdim', 0.27, {'B', 'F', 'D'}, 'D']
Bdim_classical_henrique_2.wav Bdim ['B', 0.05, {'Bb', 'B', 'F'}, 'B']
Bdim_classical_henrique_3.wav Bdim ['Bdim', 0.13, {'B', 'F', 'D'}, 'B']
Bdim_classical_henrique_4.wav Bdim ['Bdim', 0.07, {'B', 'F', 'D'}, 'B']
Bdim_electric_Isabel_1.wav Bdim ['Bdim', 0.38, {'B', 'F', 'D'}, 'B']
Bdim_electric_Isabel_2.wav Bdim ['Bdim', 0.74, {'B', 'F', 'D'}, 'F']
Bdim_electric_Isabel_3.wav Bdim ['Bdim', 0.78, {'B', 'F', 'D'}, 'F']
Bdim_electric_Isabel_4.wav Bdim ['Bdim', 0.46, {'B', 'F', 'D'}, 'B']
Bdim_eletricguitar_Mari_1.wav Bdim ['Bdim', 0.46, {'B', 'F', 'D'}, 'D']
Bdim_eletricguitar_Mari_2.wav Bdim ['Esus4', 0.46, {'B', 'A', 'E'}, 'B']
Bdim_eletricguitar_Mari_3.wav Bdim ['D', 0.76, {'B', 'D', 'E'}, 'D']
Bdim_eletricguitar_Mari_4.wav Bdim ['Bdim', 0.43, {'B', 'F', 'D'}, 'B']
C_AcusticPlug26_1.wav Cmaj ['Cmaj', 0.35, {'G', 'C', 'E'}, 'C']
C_AcusticPlug26_2.wav Cmaj ['Cmaj', 0.25, {'G', 'C', 'E'}, 'C']
C_AcusticPlug26_3.wav Cmaj ['Cmaj', 0.4, {'G', 'C', 'E'}, 'C']
C_AcusticPlug26_4.wav Cmaj ['Cmaj', 0.33, {'G', 'C', 'E'}, 'C']
C_AcusticPlug27_1.wav Cmaj ['Cmaj', 0.22, {'G', 'C', 'E'}, 'C']
C_AcusticPlug27_2.wav Cmaj ['Cmaj', 0.2, {'G', 'C', 'E'}, 'C']
C_AcusticPlug27_3.wav Cmaj ['Cmaj', 0.35, {'G', 'C', 'E'}, 'C']
C_AcusticPlug27_4.wav Cmaj ['C', 0.13, {'Bb', 'C', 'E'}, 'C']
C_AcusticPlug28_1.wav Cmaj ['Cmaj', 0.16, {'G', 'C', 'E'}, 'C']
C_AcusticPlug28_2.wav Cmaj ['Cmaj', 0.12, {'G', 'C', 'E'}, 'C']
C_AcusticPlug28_3.wav Cmaj ['Cmaj', 0.14, {'G', 'C', 'E'}, 'C']
C_AcusticPlug28_4.wav Cmaj ['C', 0.11, {'C', 'D', 'E'}, 'C']
C_AcusticPlug29_1.wav Cmaj ['Cmaj', 0.21, {'G', 'C', 'E'}, 'C']
C_AcusticPlug29_2.wav Cmaj ['Cmaj', 0.12, {'G', 'C', 'E'}, 'C']
C_AcusticPlug29_3.wav Cmaj ['Cmaj', 0.15, {'G', 'C', 'E'}, 'C']
C_AcusticPlug29_4.wav Cmaj ['Cmaj', 0.17, {'G', 'C', 'E'}, 'C']
C_AcusticPlug30_1.wav Cmaj ['Cmaj', 0.4, {'G', 'C', 'E'}, 'C']
C_AcusticPlug30_2.wav Cmaj ['Cmaj', 0.31, {'G', 'C', 'E'}, 'C']
C_AcusticPlug30_3.wav Cmaj ['Cmaj', 0.39, {'G', 'C', 'E'}, 'C']
C_AcusticPlug30_4.wav Cmaj ['Cmaj', 0.43, {'G', 'C', 'E'}, 'E']
C_AcusticVince_JO_1.wav Cmaj ['Cmaj', 0.5, {'G', 'C', 'E'}, 'C']
C_AcusticVince_JO_2.wav Cmaj ['Cmaj', 0.21, {'G', 'C', 'E'}, 'C']
C_AcusticVince_JO_3.wav Cmaj ['Cmaj', 0.65, {'G', 'C', 'E'}, 'C']
C_AcusticVince_JO_4.wav Cmaj ['Cmaj', 0.38, {'G', 'C', 'E'}, 'C']
C_ClassicVince_JO_1.wav Cmaj ['Cmaj', 0.32, {'G', 'C', 'E'}, 'C']
C_ClassicVince_JO_2.wav Cmaj ['Cmaj', 0.44, {'G', 'C', 'E'}, 'C']
C_ClassicVince_JO_3.wav Cmaj ['Cmaj', 0.38, {'G', 'C', 'E'}, 'C']
C_ClassicVince_JO_4.wav Cmaj ['Cmaj', 0.18, {'G', 'C', 'E'}, 'C']
C_Classic_Jo_1.wav Cmaj ['Cmaj', 0.51, {'G', 'C', 'E'}, 'C']
C_Classic_Jo_2.wav Cmaj ['Cmaj', 0.32, {'G', 'C', 'E'}, 'C']
C_Classic_Jo_3.wav Cmaj ['Cmaj', 0.53, {'G', 'C', 'E'}, 'C']
C_Classic_Jo_4.wav Cmaj ['Cmaj', 0.23, {'G', 'C', 'E'}, 'C']
C_Electric1_LInda_1.wav Cmaj ['Gmaj', 0.66, {'B', 'G', 'D'}, 'B']
C_Electric1_LInda_2.wav Cmaj ['G', 0.82, {'G', 'E', 'D'}, 'G']
C_Electric1_LInda_3.wav Cmaj ['E', 0.53, {'G', 'E', 'D'}, 'E']
C_Electric1_LInda_4.wav Cmaj ['C', 0.23, {'B', 'C', 'E'}, 'C']
C_Electric2_LInda_1.wav Cmaj ['Esus4', 0.79, {'Bb', 'B', 'A', 'E'}, 'E']
C_Electric2_LInda_2.wav Cmaj ['A', 0.77, {'Bb', 'F', 'A'}, 'A']
C_Electric2_LInda_3.wav Cmaj ['A', 0.69, {'F', 'A', 'B'}, 'A']
C_Electric2_LInda_4.wav Cmaj ['Bb', 0.68, {'Bb', 'A', 'E'}, 'Bb']
C_AcousticGuitar_RodrigoMercador_1.wav Cmaj ['Cmaj', 0.41, {'G', 'C', 'E'}, 'G']
C_AcousticGuitar_RodrigoMercador_2.wav Cmaj ['Cmaj', 0.33, {'G', 'C', 'E'}, 'G']
C_AcousticGuitar_RodrigoMercador_3.wav Cmaj ['Cmaj', 0.5, {'G', 'C', 'E'}, 'G']
C_AcousticGuitar_RodrigoMercador_4.wav Cmaj ['Cmaj', 0.37, {'G', 'C', 'E'}, 'G']
C_AcusticPlug10_1.wav Cmaj ['C', 0.32, {'Bb', 'C', 'D'}, 'C']
C_AcusticPlug10_2.wav Cmaj ['C', 0.23, {'Bb', 'C', 'E'}, 'C']
C_AcusticPlug10_3.wav Cmaj ['Cmaj', 0.22, {'Bb', 'G', 'C', 'E'}, 'C']
C_AcusticPlug10_4.wav Cmaj ['C', 0.58, {'Bb', 'C', 'D'}, 'C']
C_AcusticPlug11_1.wav Cmaj ['C', 0.38, {'Bb', 'C', 'D'}, 'C']
C_AcusticPlug11_2.wav Cmaj ['C', 0.26, {'Bb', 'C', 'E'}, 'C']
C_AcusticPlug11_3.wav Cmaj ['C', 0.34, {'Bb', 'C', 'D'}, 'C']
C_AcusticPlug11_4.wav Cmaj ['C', 0.63, {'Bb', 'C', 'D'}, 'C']
C_AcusticPlug12_1.wav Cmaj ['Bb', 0.66, {'Bb', 'C', 'D'}, 'Bb']
C_AcusticPlug12_2.wav Cmaj ['C', 0.9, {'Bb', 'C', 'D'}, 'C']
C_AcusticPlug12_3.wav Cmaj ['C', 0.95, {'Bb', 'C', 'D'}, 'C']
C_AcusticPlug12_4.wav Cmaj ['Bb', 0.71, {'Bb', 'C', 'D'}, 'Bb']
C_AcusticPlug13_1.wav Cmaj ['C', 0.41, {'C', 'D', 'E'}, 'C']
C_AcusticPlug13_2.wav Cmaj ['C', 0.39, {'C', 'D', 'E'}, 'C']
C_AcusticPlug13_3.wav Cmaj ['C', 0.85, {'C', 'D', 'E'}, 'C']
C_AcusticPlug13_4.wav Cmaj ['C', 0.44, {'C', 'D', 'E'}, 'C']
C_AcusticPlug14_1.wav Cmaj ['Cmaj', 0.21, {'G', 'C', 'E'}, 'C']
C_AcusticPlug14_2.wav Cmaj ['Cmaj', 0.16, {'G', 'C', 'E'}, 'C']
C_AcusticPlug14_3.wav Cmaj ['Cmaj', 0.24, {'G', 'C', 'E'}, 'C']
C_AcusticPlug14_4.wav Cmaj ['C', 0.21, {'Bb', 'C', 'E'}, 'C']
C_AcusticPlug15_1.wav Cmaj ['Cmaj', 0.11, {'G', 'C', 'E'}, 'C']
C_AcusticPlug15_2.wav Cmaj ['Cmaj', 0.15, {'G', 'C', 'E'}, 'C']
C_AcusticPlug15_3.wav Cmaj ['Cmaj', 0.19, {'G', 'C', 'E'}, 'C']
C_AcusticPlug15_4.wav Cmaj ['C', 0.11, {'Bb', 'C', 'E'}, 'C']
C_AcusticPlug16_1.wav Cmaj ['C', 0.31, {'C', 'D', 'E'}, 'C']
C_AcusticPlug16_2.wav Cmaj ['C', 0.26, {'C', 'D', 'E'}, 'C']
C_AcusticPlug16_3.wav Cmaj ['C', 0.51, {'C', 'D', 'E'}, 'C']
C_AcusticPlug16_4.wav Cmaj ['C', 0.39, {'C', 'D', 'E'}, 'C']
C_AcusticPlug17_1.wav Cmaj ['Cmaj', 0.18, {'G', 'C', 'E'}, 'C']
C_AcusticPlug17_2.wav Cmaj ['Cmaj', 0.14, {'G', 'C', 'E'}, 'C']
C_AcusticPlug17_3.wav Cmaj ['Cmaj', 0.19, {'G', 'C', 'E'}, 'C']
C_AcusticPlug17_4.wav Cmaj ['Cmaj', 0.15, {'G', 'C', 'E'}, 'C']
C_AcusticPlug18_1.wav Cmaj ['Cmaj', 0.22, {'G', 'C', 'E'}, 'C']
C_AcusticPlug18_2.wav Cmaj ['Cmaj', 0.19, {'G', 'C', 'E'}, 'C']
C_AcusticPlug18_3.wav Cmaj ['Cmaj', 0.32, {'G', 'C', 'E'}, 'C']
C_AcusticPlug18_4.wav Cmaj ['Cmaj', 0.12, {'G', 'C', 'E'}, 'C']
C_AcusticPlug19_1.wav Cmaj ['Cmaj', 0.37, {'G', 'C', 'E'}, 'C']
C_AcusticPlug19_2.wav Cmaj ['Cmaj', 0.3, {'G', 'C', 'E'}, 'C']
C_AcusticPlug19_3.wav Cmaj ['Cmaj', 0.49, {'G', 'C', 'E'}, 'E']
C_AcusticPlug19_4.wav Cmaj ['Cmaj', 0.32, {'G', 'C', 'E'}, 'C']
C_AcusticPlug1_1.wav Cmaj ['', 0.73, {'Bb', 'C', 'D'}, '']
Failed to process C_AcusticPlug1_1.wav: string index out of range
C_AcusticPlug1_2.wav Cmaj ['C', 0.54, {'Bb', 'C', 'D'}, 'C']
C_AcusticPlug1_3.wav Cmaj ['C', 0.47, {'Bb', 'C', 'D'}, 'C']
C_AcusticPlug1_4.wav Cmaj ['D', 0.74, {'Bb', 'C', 'D'}, 'D']
C_AcusticPlug20_1.wav Cmaj ['C', 0.36, {'C', 'D', 'E'}, 'C']
C_AcusticPlug20_2.wav Cmaj ['C', 0.38, {'C', 'D', 'E'}, 'C']
C_AcusticPlug20_3.wav Cmaj ['C', 0.35, {'C', 'D', 'E'}, 'C']
C_AcusticPlug20_4.wav Cmaj ['C', 0.4, {'C', 'D', 'E'}, 'C']
C_AcusticPlug21_1.wav Cmaj ['Cmaj', 0.28, {'G', 'C', 'E'}, 'C']
C_AcusticPlug21_2.wav Cmaj ['Cmaj', 0.25, {'G', 'C', 'E'}, 'C']
C_AcusticPlug21_3.wav Cmaj ['Cmaj', 0.46, {'G', 'C', 'E'}, 'C']
C_AcusticPlug21_4.wav Cmaj ['Cmaj', 0.12, {'G', 'C', 'E'}, 'C']
C_AcusticPlug22_1.wav Cmaj ['Cmaj', 0.3, {'G', 'C', 'E'}, 'C']
C_AcusticPlug22_2.wav Cmaj ['Cmaj', 0.28, {'G', 'C', 'E'}, 'C']
C_AcusticPlug22_3.wav Cmaj ['Cmaj', 0.5, {'G', 'C', 'E'}, 'C']
C_AcusticPlug22_4.wav Cmaj ['Cmaj', 0.14, {'Bb', 'G', 'C', 'E'}, 'C']
C_AcusticPlug23_1.wav Cmaj ['Cmaj', 0.26, {'G', 'C', 'E'}, 'C']
C_AcusticPlug23_2.wav Cmaj ['Cmaj', 0.19, {'G', 'C', 'E'}, 'C']
C_AcusticPlug23_3.wav Cmaj ['Cmaj', 0.32, {'G', 'C', 'E'}, 'C']
