aPTD dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

piano_4_Gn_n_m_04.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'D']
piano_5_Cn_n_m_35.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_36.wav Cmin ['Eb', 0.28, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_09.wav Cmin ['Cmin', 0.47, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_22.wav Cmin ['Bb', 0.74, {'C', 'Eb', 'Bb'}, 'Bb']
piano_4_Cn_n_m_07.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_m_13.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_p_32.wav Cmin ['C', 0.52, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_26.wav Cmin ['C', 0.35, {'C', 'Eb', 'Bb'}, 'C']
piano_5_Cn_n_p_38.wav Cmin ['Cmin', 0.62, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_04.wav Cmin ['Cmin', 0.65, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_10.wav Cmin ['Cmin', 0.7, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_22.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_36.wav Cmin ['Cmin', 0.36, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_f_00.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_f_14.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_m_17.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_28.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'G']
piano_3_Cn_n_m_03.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_f_26.wav Cmin ['C', 0.33, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_f_32.wav Cmin ['Eb', 0.36, {'C', 'Eb', 'D'}, 'Eb']
piano_4_Cn_n_f_36.wav Cmin ['C', 0.33, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_f_22.wav Cmin ['Eb', 0.36, {'C', 'Eb', 'D'}, 'Eb']
piano_5_Cn_n_f_10.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_f_04.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_m_07.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_38.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'G']
piano_3_Cn_n_m_13.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_p_32.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_26.wav Cmin ['Cmin', 0.36, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_p_28.wav Cmin ['Cmin', 0.62, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_14.wav Cmin ['Cmin', 0.65, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_00.wav Cmin ['Cmin', 0.7, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_p_22.wav Cmin ['C', 0.52, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_36.wav Cmin ['C', 0.35, {'C', 'Eb', 'Bb'}, 'C']
piano_4_Cn_n_m_17.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_m_03.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_31.wav Cmin ['Cmin', 0.45, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_25.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_26.wav Cmin ['Eb', 0.28, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_19.wav Cmin ['Cmin', 0.47, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_32.wav Cmin ['Bb', 0.74, {'C', 'Eb', 'Bb'}, 'Bb']
piano_5_Cn_n_m_18.wav Cmin ['Cmin', 0.53, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_33.wav Cmin ['Eb', 0.4, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_27.wav Cmin ['Eb', 0.72, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_24.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_30.wav Cmin ['Cmin', 0.5, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_02.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_16.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_p_37.wav Cmin ['Eb', 0.49, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_p_23.wav Cmin ['C', 0.43, {'C', 'Eb', 'Bb'}, 'C']
piano_5_Cn_n_p_01.wav Cmin ['Cmin', 0.67, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_15.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_29.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_27.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_33.wav Cmin ['Cmin', 0.37, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_f_39.wav Cmin ['Cmin', 0.44, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_m_12.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_m_06.wav Cmin ['Eb', 0.68, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_05.wav Cmin ['Cmin', 0.42, {'G', 'C', 'Eb'}, 'G']
piano_5_Cn_n_f_11.wav Cmin ['Cmin', 0.43, {'G', 'C', 'Eb'}, '']
piano_4_Cn_n_f_23.wav Cmin ['C', 0.37, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_f_37.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_f_09.wav Cmin ['Eb', 0.35, {'C', 'Eb', 'D'}, 'Eb']
piano_4_Cn_n_f_21.wav Cmin ['Eb', 0.35, {'C', 'Eb', 'D'}, 'Eb']
piano_4_Cn_n_f_35.wav Cmin ['C', 0.34, {'C', 'Eb', 'D'}, 'C']
piano_5_Cn_n_f_07.wav Cmin ['Cmin', 0.44, {'G', 'C', 'Eb'}, 'G']
piano_5_Cn_n_f_13.wav Cmin ['Cmin', 0.38, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_m_38.wav Cmin ['Eb', 0.66, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_m_10.wav Cmin ['Eb', 0.68, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_m_04.wav Cmin ['Eb', 0.68, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_p_25.wav Cmin ['Cmin', 0.24, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_31.wav Cmin ['Cmin', 0.3, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_19.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_p_03.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_17.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_p_35.wav Cmin ['C', 0.44, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_21.wav Cmin ['C', 0.26, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_09.wav Cmin ['C', 0.41, {'C', 'Eb', 'Bb'}, 'C']
piano_4_Cn_n_m_28.wav Cmin ['Cmin', 0.33, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_00.wav Cmin ['Cmin', 0.36, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_14.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_26.wav Cmin ['Cmin', 0.5, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_32.wav Cmin ['Cmin', 0.48, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_19.wav Cmin ['Eb', 0.58, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_31.wav Cmin ['Eb', 0.74, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_25.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_24.wav Cmin ['Eb', 0.61, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_30.wav Cmin ['Eb', 0.73, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_33.wav Cmin ['Cmin', 0.48, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_18.wav Cmin ['Eb', 0.59, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_27.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_15.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_m_01.wav Cmin ['Cmin', 0.36, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_29.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_p_08.wav Cmin ['Eb', 0.36, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_p_20.wav Cmin ['', 0.46, {'C', 'Eb', 'Bb'}, '']
Failed to process piano_3_Cn_n_p_20.wav: string index out of range
piano_3_Cn_n_p_34.wav Cmin ['C', 0.44, {'C', 'Eb', 'Bb'}, 'C']
piano_5_Cn_n_p_16.wav Cmin ['Cmin', 0.67, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_02.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_18.wav Cmin ['Cmin', 0.47, {'G', 'C', 'Eb'}, '']
piano_4_Cn_n_p_30.wav Cmin ['Cmin', 0.42, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_24.wav Cmin ['Cmin', 0.38, {'G', 'C', 'Eb'}, 'C']
piano_3_Cn_n_m_05.wav Cmin ['Eb', 0.63, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_m_11.wav Cmin ['Eb', 0.66, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_12.wav Cmin ['Cmin', 0.41, {'G', 'C', 'Eb'}, '']
piano_3_Cn_n_m_39.wav Cmin ['Eb', 0.62, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_06.wav Cmin ['Cmin', 0.4, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_f_34.wav Cmin ['C', 0.37, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_f_20.wav Cmin ['Eb', 0.34, {'C', 'Eb', 'D'}, 'Eb']
piano_4_Cn_n_f_08.wav Cmin ['C', 0.36, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_f_47.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_f_53.wav Cmin ['C', 0.37, {'C', 'Eb', 'D'}, 'C']
piano_3_Cn_n_m_89.wav Cmin ['Eb', 0.62, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_m_76.wav Cmin ['Eb', 0.68, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_f_84.wav Cmin ['C', 0.37, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_f_90.wav Cmin ['Eb', 0.34, {'C', 'Eb', 'D'}, 'Eb']
piano_5_Cn_n_f_49.wav Cmin ['Cmin', 0.44, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_m_62.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_61.wav Cmin ['Cmin', 0.43, {'G', 'C', 'Eb'}, '']
piano_5_Cn_n_f_75.wav Cmin ['Cmin', 0.42, {'G', 'C', 'Eb'}, 'G']
piano_4_Cn_n_p_43.wav Cmin ['Cmin', 0.37, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_57.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_p_65.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_71.wav Cmin ['Cmin', 0.67, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_59.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_80.wav Cmin ['Cmin', 0.42, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_94.wav Cmin ['Cmin', 0.38, {'G', 'C', 'Eb'}, 'C']
piano_3_Cn_n_p_90.wav Cmin ['', 0.46, {'C', 'Eb', 'Bb'}, '']
Failed to process piano_3_Cn_n_p_90.wav: string index out of range
piano_3_Cn_n_p_84.wav Cmin ['C', 0.44, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_53.wav Cmin ['C', 0.43, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_47.wav Cmin ['Eb', 0.49, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_94.wav Cmin ['Eb', 0.61, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_m_66.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_m_72.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_80.wav Cmin ['Eb', 0.73, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_83.wav Cmin ['Cmin', 0.48, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_97.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_57.wav Cmin ['Eb', 0.72, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_68.wav Cmin ['Cmin', 0.53, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_43.wav Cmin ['Eb', 0.4, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_40.wav Cmin ['Cmin', 0.5, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_99.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_54.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_55.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_98.wav Cmin ['Cmin', 0.33, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_41.wav Cmin ['Cmin', 0.45, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_69.wav Cmin ['Cmin', 0.47, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_42.wav Cmin ['Bb', 0.74, {'C', 'Eb', 'Bb'}, 'Bb']
piano_3_Cn_n_f_56.wav Cmin ['Eb', 0.28, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_96.wav Cmin ['Cmin', 0.5, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_82.wav Cmin ['Cmin', 0.48, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_73.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_81.wav Cmin ['Eb', 0.74, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_95.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_m_67.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_p_46.wav Cmin ['C', 0.35, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_52.wav Cmin ['C', 0.52, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_85.wav Cmin ['C', 0.44, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_91.wav Cmin ['C', 0.26, {'C', 'Eb', 'Bb'}, 'C']
piano_4_Cn_n_p_95.wav Cmin ['Cmin', 0.24, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_81.wav Cmin ['Cmin', 0.31, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_p_58.wav Cmin ['Cmin', 0.62, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_70.wav Cmin ['Cmin', 0.69, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_64.wav Cmin ['Cmin', 0.65, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_56.wav Cmin ['Cmin', 0.36, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_42.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_f_74.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_f_60.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_f_48.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'G']
piano_4_Cn_n_f_91.wav Cmin ['Eb', 0.35, {'C', 'Eb', 'D'}, 'Eb']
piano_3_Cn_n_m_63.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_m_77.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_f_85.wav Cmin ['C', 0.34, {'C', 'Eb', 'D'}, 'C']
piano_3_Cn_n_m_88.wav Cmin ['Eb', 0.66, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_f_52.wav Cmin ['Eb', 0.36, {'C', 'Eb', 'D'}, 'Eb']
piano_4_Cn_n_f_46.wav Cmin ['C', 0.33, {'C', 'Eb', 'D'}, 'C']
piano_5_Cn_n_f_89.wav Cmin ['Cmin', 0.44, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_f_50.wav Cmin ['Eb', 0.34, {'C', 'Eb', 'D'}, 'Eb']
piano_4_Cn_n_f_44.wav Cmin ['C', 0.37, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_f_78.wav Cmin ['C', 0.36, {'C', 'Eb', 'D'}, 'C']
piano_3_Cn_n_m_61.wav Cmin ['Eb', 0.66, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_f_93.wav Cmin ['C', 0.37, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_f_87.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'C']
piano_3_Cn_n_m_75.wav Cmin ['Eb', 0.63, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_76.wav Cmin ['Cmin', 0.4, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_f_62.wav Cmin ['Cmin', 0.41, {'G', 'C', 'Eb'}, '']
piano_3_Cn_n_m_49.wav Cmin ['Eb', 0.62, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_p_68.wav Cmin ['Cmin', 0.47, {'G', 'C', 'Eb'}, '']
piano_4_Cn_n_p_54.wav Cmin ['Cmin', 0.38, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_40.wav Cmin ['Cmin', 0.42, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_p_99.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_72.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_66.wav Cmin ['Cmin', 0.67, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_97.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_83.wav Cmin ['Cmin', 0.37, {'G', 'C', 'Eb'}, 'C']
piano_3_Cn_n_p_87.wav Cmin ['Eb', 0.49, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_p_93.wav Cmin ['C', 0.43, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_78.wav Cmin ['Eb', 0.36, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_p_44.wav Cmin ['C', 0.44, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_50.wav Cmin ['', 0.46, {'C', 'Eb', 'Bb'}, '']
Failed to process piano_3_Cn_n_p_50.wav: string index out of range
piano_3_Cn_n_f_83.wav Cmin ['Eb', 0.4, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_m_71.wav Cmin ['Cmin', 0.36, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_65.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_97.wav Cmin ['Eb', 0.72, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_94.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_59.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_80.wav Cmin ['Cmin', 0.5, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_40.wav Cmin ['Eb', 0.73, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_54.wav Cmin ['Eb', 0.61, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_57.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_43.wav Cmin ['Cmin', 0.48, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_68.wav Cmin ['Eb', 0.59, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_42.wav Cmin ['Cmin', 0.48, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_69.wav Cmin ['Eb', 0.58, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_56.wav Cmin ['Cmin', 0.5, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_55.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_41.wav Cmin ['Eb', 0.74, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_81.wav Cmin ['Cmin', 0.45, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_58.wav Cmin ['Cmin', 0.33, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_95.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_64.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_96.wav Cmin ['Eb', 0.28, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_82.wav Cmin ['Bb', 0.74, {'C', 'Eb', 'Bb'}, 'Bb']
piano_4_Cn_n_m_70.wav Cmin ['Cmin', 0.36, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_p_51.wav Cmin ['C', 0.26, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_45.wav Cmin ['C', 0.44, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_79.wav Cmin ['C', 0.41, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_92.wav Cmin ['C', 0.52, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_86.wav Cmin ['C', 0.35, {'C', 'Eb', 'Bb'}, 'C']
piano_4_Cn_n_p_82.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_96.wav Cmin ['Cmin', 0.36, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_p_67.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_73.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_98.wav Cmin ['Cmin', 0.62, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_41.wav Cmin ['Cmin', 0.31, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_55.wav Cmin ['Cmin', 0.24, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_69.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_f_63.wav Cmin ['Cmin', 0.38, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_m_48.wav Cmin ['Eb', 0.66, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_77.wav Cmin ['Cmin', 0.44, {'G', 'C', 'Eb'}, 'G']
piano_4_Cn_n_f_86.wav Cmin ['C', 0.33, {'C', 'Eb', 'D'}, 'C']
piano_3_Cn_n_m_74.wav Cmin ['Eb', 0.68, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_m_60.wav Cmin ['Eb', 0.68, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_f_92.wav Cmin ['Eb', 0.36, {'C', 'Eb', 'D'}, 'Eb']
piano_4_Cn_n_f_79.wav Cmin ['Eb', 0.35, {'C', 'Eb', 'D'}, 'Eb']
piano_4_Cn_n_f_45.wav Cmin ['C', 0.34, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_f_51.wav Cmin ['Eb', 0.35, {'C', 'Eb', 'D'}, 'Eb']
piano_5_Cn_n_f_88.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'G']
piano_4_Cn_n_f_69.wav Cmin ['Eb', 0.35, {'C', 'Eb', 'D'}, 'Eb']
piano_4_Cn_n_f_55.wav Cmin ['C', 0.34, {'C', 'Eb', 'D'}, 'C']
