aPTD DimAug dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

piano_3_Af_d_f_46.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'B']
piano_3_Df_d_f_05.wav Dbdim ['Dbdim', 0.77, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_p_15.wav Dbdim ['Dbdim', 0.77, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_01.wav Dbdim ['Dbdim', 0.77, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_29.wav Dbdim ['Dbdim', 0.75, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_66.wav Dbdim ['Dbdim', 0.8, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_72.wav Dbdim ['Dbdim', 0.77, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_99.wav Dbdim ['Dbdim', 0.75, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_75.wav Dbdim ['Dbdim', 0.85, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_61.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_f_62.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_m_49.wav Dbdim ['Dbdim', 0.25, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_m_90.wav Dbdim ['Dbdim', 0.3, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_84.wav Dbdim ['Dbdim', 0.27, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_76.wav Dbdim ['Dbdim', 0.78, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_f_89.wav Dbdim ['Dbdim', 0.75, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_53.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_47.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_54.wav Dbdim ['Dbdim', 0.36, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_99.wav Dbdim ['Dbmin', 0.3, {'D', 'E', 'Db', 'Ab'}, 'E']
piano_5_Df_d_f_40.wav Dbdim ['Dbdim', 0.2, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_43.wav Dbdim ['Dbdim', 0.64, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_68.wav Dbdim ['Dbdim', 0.38, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_57.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_97.wav Dbdim ['Dbdim', 0.18, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_83.wav Dbdim ['Dbdim', 0.2, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_80.wav Dbdim ['Dbdim', 0.75, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_72.wav Dbdim ['Dbmin', 0.18, {'E', 'Db', 'Ab'}, 'E']
piano_4_Df_d_f_66.wav Dbdim ['Dbdim', 0.31, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_94.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_78.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_50.wav Dbdim ['Dbdim', 0.44, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_89.wav Dbdim ['Dbdim', 0.47, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_44.wav Dbdim ['Dbdim', 0.42, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_76.wav Dbdim ['Dbdim', 0.27, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_p_62.wav Dbdim ['Dbdim', 0.38, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_93.wav Dbdim ['Dbdim', 0.61, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_87.wav Dbdim ['Dbdim', 0.38, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_86.wav Dbdim ['Dbdim', 0.49, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_92.wav Dbdim ['Dbdim', 0.46, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_63.wav Dbdim ['Dbdim', 0.36, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_p_77.wav Dbdim ['Dbdim', 0.36, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_45.wav Dbdim ['Dbdim', 0.36, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_88.wav Dbdim ['Dbdim', 0.41, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_51.wav Dbdim ['Dbdim', 0.39, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_79.wav Dbdim ['Dbdim', 0.27, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_f_67.wav Dbdim ['Dbdim', 0.45, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_95.wav Dbdim ['Dbdim', 0.76, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_81.wav Dbdim ['Dbdim', 0.63, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_73.wav Dbdim ['Dbdim', 0.34, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_82.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_96.wav Dbdim ['Dbdim', 0.3, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_56.wav Dbdim ['Dbdim', 0.86, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_42.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_69.wav Dbdim ['Dbdim', 0.21, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_41.wav Dbdim ['Dbdim', 0.25, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_f_98.wav Dbdim ['Dbdim', 0.47, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_55.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_46.wav Dbdim ['E', 0.22, {'D', 'E', 'Db'}, 'E']
piano_4_Df_d_m_52.wav Dbdim ['E', 0.21, {'D', 'E', 'Db'}, 'E']
piano_3_Df_d_f_88.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_m_85.wav Dbdim ['Dbdim', 0.61, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_77.wav Dbdim ['Dbdim', 0.89, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_63.wav Dbdim ['Emin', 0.42, {'E', 'B', 'G'}, 'E']
piano_4_Df_d_m_91.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_48.wav Dbdim ['Dbdim', 0.38, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_m_60.wav Dbdim ['Dbdim', 0.34, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_m_74.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_p_98.wav Dbdim ['Dbdim', 0.8, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_73.wav Dbdim ['Dbdim', 0.74, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_67.wav Dbdim ['Dbdim', 0.73, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_71.wav Dbdim ['Dbdim', 0.77, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_65.wav Dbdim ['Dbdim', 0.77, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_59.wav Dbdim ['Dbdim', 0.75, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_49.wav Dbdim ['Dbdim', 0.75, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_62.wav Dbdim ['Dbdim', 0.35, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_m_76.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_f_75.wav Dbdim ['Dbdim', 0.77, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_m_87.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_93.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_61.wav Dbdim ['Dbdim', 0.61, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_m_78.wav Dbdim ['E', 0.2, {'D', 'E', 'Db'}, 'E']
piano_4_Df_d_m_44.wav Dbdim ['Dbdim', 0.27, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_50.wav Dbdim ['Dbdim', 0.3, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_89.wav Dbdim ['Dbdim', 0.25, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_68.wav Dbdim ['Dbdim', 0.86, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_43.wav Dbdim ['Dbdim', 0.2, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_57.wav Dbdim ['Dbdim', 0.18, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_54.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_40.wav Dbdim ['Dbdim', 0.75, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_80.wav Dbdim ['Dbdim', 0.2, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_f_59.wav Dbdim ['Dbmin', 0.3, {'D', 'E', 'Db', 'Ab'}, 'E']
piano_5_Df_d_f_94.wav Dbdim ['Dbdim', 0.36, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_97.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_65.wav Dbdim ['Dbdim', 0.26, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_71.wav Dbdim ['E', 0.15, {'D', 'E', 'Db'}, 'E']
piano_3_Df_d_m_83.wav Dbdim ['Dbdim', 0.64, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_47.wav Dbdim ['Dbdim', 0.38, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_53.wav Dbdim ['Dbdim', 0.61, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_61.wav Dbdim ['Dbdim', 0.35, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_p_75.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_84.wav Dbdim ['Dbdim', 0.42, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_49.wav Dbdim ['Dbdim', 0.47, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_90.wav Dbdim ['Dbdim', 0.44, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_91.wav Dbdim ['Dbdim', 0.39, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_48.wav Dbdim ['Dbdim', 0.41, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_85.wav Dbdim ['Dbdim', 0.36, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_74.wav Dbdim ['Dbdim', 0.35, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_p_60.wav Dbdim ['Dbdim', 0.49, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_52.wav Dbdim ['Dbdim', 0.46, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_46.wav Dbdim ['Dbdim', 0.49, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_f_70.wav Dbdim ['Dbdim', 0.24, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_82.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_96.wav Dbdim ['Dbdim', 0.86, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_64.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_95.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_58.wav Dbdim ['Dbdim', 0.47, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_81.wav Dbdim ['Dbdim', 0.25, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_41.wav Dbdim ['Dbdim', 0.63, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_55.wav Dbdim ['Dbdim', 0.76, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_56.wav Dbdim ['Dbdim', 0.3, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_69.wav Dbdim ['Dbdim', 0.77, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_42.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_m_88.wav Dbdim ['Dbdim', 0.38, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_m_51.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_45.wav Dbdim ['Dbdim', 0.61, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_79.wav Dbdim ['Dbdim', 0.1, {'D', 'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_92.wav Dbdim ['E', 0.21, {'D', 'E', 'Db'}, 'E']
piano_3_Df_d_f_60.wav Dbdim ['Dbdim', 0.76, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_74.wav Dbdim ['Dbdim', 0.74, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_m_86.wav Dbdim ['E', 0.22, {'D', 'E', 'Db'}, 'E']
piano_5_Df_d_m_77.wav Dbdim ['Dbdim', 0.6, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_48.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_m_63.wav Dbdim ['Dbdim', 0.23, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_p_58.wav Dbdim ['Dbdim', 0.8, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_64.wav Dbdim ['Dbdim', 0.82, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_70.wav Dbdim ['Dbdim', 0.73, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_48.wav Dbdim ['Dbdim', 0.8, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_74.wav Dbdim ['Dbdim', 0.82, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_60.wav Dbdim ['Dbdim', 0.73, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_82.wav Dbdim ['E', 0.21, {'D', 'E', 'Db'}, 'E']
piano_3_Df_d_f_70.wav Dbdim ['Dbdim', 0.76, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_64.wav Dbdim ['Dbdim', 0.74, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_m_96.wav Dbdim ['E', 0.22, {'D', 'E', 'Db'}, 'E']
piano_5_Df_d_m_67.wav Dbdim ['Dbdim', 0.6, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_58.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_m_73.wav Dbdim ['Dbdim', 0.23, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_m_98.wav Dbdim ['Dbdim', 0.38, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_m_41.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_55.wav Dbdim ['Dbdim', 0.61, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_69.wav Dbdim ['Dbdim', 0.1, {'D', 'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_51.wav Dbdim ['Dbdim', 0.63, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_45.wav Dbdim ['Dbdim', 0.76, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_46.wav Dbdim ['Dbdim', 0.3, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_79.wav Dbdim ['Dbdim', 0.77, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_52.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_f_60.wav Dbdim ['Dbdim', 0.24, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_92.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_86.wav Dbdim ['Dbdim', 0.86, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_74.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_85.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_48.wav Dbdim ['Dbdim', 0.47, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_91.wav Dbdim ['Dbdim', 0.25, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_42.wav Dbdim ['Dbdim', 0.46, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_56.wav Dbdim ['Dbdim', 0.49, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_81.wav Dbdim ['Dbdim', 0.39, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_58.wav Dbdim ['Dbdim', 0.41, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_95.wav Dbdim ['Dbdim', 0.36, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_64.wav Dbdim ['Dbdim', 0.35, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_p_70.wav Dbdim ['Dbdim', 0.49, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_p_71.wav Dbdim ['Dbdim', 0.35, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_p_65.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_94.wav Dbdim ['Dbdim', 0.42, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_59.wav Dbdim ['Dbdim', 0.47, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_80.wav Dbdim ['Dbdim', 0.44, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_57.wav Dbdim ['Dbdim', 0.38, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_43.wav Dbdim ['Dbdim', 0.61, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_90.wav Dbdim ['Dbdim', 0.2, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_f_49.wav Dbdim ['Dbmin', 0.3, {'D', 'E', 'Db', 'Ab'}, 'E']
piano_5_Df_d_f_84.wav Dbdim ['Dbdim', 0.36, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_87.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_75.wav Dbdim ['Dbdim', 0.26, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_61.wav Dbdim ['E', 0.15, {'D', 'E', 'Db'}, 'E']
piano_3_Df_d_m_93.wav Dbdim ['Dbdim', 0.64, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_78.wav Dbdim ['Dbdim', 0.86, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_53.wav Dbdim ['Dbdim', 0.2, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_47.wav Dbdim ['Dbdim', 0.18, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_44.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_50.wav Dbdim ['Dbdim', 0.75, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_68.wav Dbdim ['E', 0.2, {'D', 'E', 'Db'}, 'E']
piano_4_Df_d_m_54.wav Dbdim ['Dbdim', 0.27, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_40.wav Dbdim ['Dbdim', 0.3, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_99.wav Dbdim ['Dbdim', 0.25, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_f_59.wav Dbdim ['Dbdim', 0.75, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_72.wav Dbdim ['Dbdim', 0.35, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_m_66.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_f_65.wav Dbdim ['Dbdim', 0.77, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_m_97.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_83.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_71.wav Dbdim ['Dbdim', 0.61, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_p_61.wav Dbdim ['Dbdim', 0.77, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_75.wav Dbdim ['Dbdim', 0.77, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_49.wav Dbdim ['Dbdim', 0.75, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_63.wav Dbdim ['Dbdim', 0.74, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_77.wav Dbdim ['Dbdim', 0.73, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_88.wav Dbdim ['Dbdim', 0.8, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_95.wav Dbdim ['Dbdim', 0.61, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_67.wav Dbdim ['Dbdim', 0.89, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_73.wav Dbdim ['Emin', 0.42, {'E', 'B', 'G'}, 'E']
piano_4_Df_d_m_81.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_58.wav Dbdim ['Dbdim', 0.38, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_m_70.wav Dbdim ['Dbdim', 0.34, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_m_64.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_m_56.wav Dbdim ['E', 0.22, {'D', 'E', 'Db'}, 'E']
piano_4_Df_d_m_42.wav Dbdim ['E', 0.21, {'D', 'E', 'Db'}, 'E']
piano_3_Df_d_f_98.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_46.wav Dbdim ['Dbdim', 0.86, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_52.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_79.wav Dbdim ['Dbdim', 0.21, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_51.wav Dbdim ['Dbdim', 0.25, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_f_88.wav Dbdim ['Dbdim', 0.47, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_45.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_77.wav Dbdim ['Dbdim', 0.45, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_85.wav Dbdim ['Dbdim', 0.76, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_91.wav Dbdim ['Dbdim', 0.63, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_63.wav Dbdim ['Dbdim', 0.34, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_92.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_86.wav Dbdim ['Dbdim', 0.3, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_55.wav Dbdim ['Dbdim', 0.36, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_98.wav Dbdim ['Dbdim', 0.41, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_41.wav Dbdim ['Dbdim', 0.39, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_69.wav Dbdim ['Dbdim', 0.27, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_96.wav Dbdim ['Dbdim', 0.49, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_82.wav Dbdim ['Dbdim', 0.46, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_73.wav Dbdim ['Dbdim', 0.36, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_p_67.wav Dbdim ['Dbdim', 0.36, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_66.wav Dbdim ['Dbdim', 0.27, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_p_72.wav Dbdim ['Dbdim', 0.38, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_83.wav Dbdim ['Dbdim', 0.61, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_97.wav Dbdim ['Dbdim', 0.38, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_68.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_p_40.wav Dbdim ['Dbdim', 0.44, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_p_99.wav Dbdim ['Dbdim', 0.47, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_p_54.wav Dbdim ['Dbdim', 0.42, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_87.wav Dbdim ['Dbdim', 0.18, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_93.wav Dbdim ['Dbdim', 0.2, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_90.wav Dbdim ['Dbdim', 0.75, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_62.wav Dbdim ['Dbmin', 0.18, {'E', 'Db', 'Ab'}, 'E']
piano_4_Df_d_f_76.wav Dbdim ['Dbdim', 0.31, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_84.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_44.wav Dbdim ['Dbdim', 0.36, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_89.wav Dbdim ['Dbmin', 0.3, {'D', 'E', 'Db', 'Ab'}, 'E']
piano_5_Df_d_f_50.wav Dbdim ['Dbdim', 0.2, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_53.wav Dbdim ['Dbdim', 0.64, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_78.wav Dbdim ['Dbdim', 0.38, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_47.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_99.wav Dbdim ['Dbdim', 0.75, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_43.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'E']
