Gmin ['Gmin', 0.31, {'D', 'Bb', 'G'}, 'D']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.46, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.63, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.48, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.84, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.33, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.35, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.59, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.34, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.58, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.43, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.58, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.55, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.47, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.37, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.84, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.78, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.37, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.54, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.51, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.74, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.71, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.39, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.59, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.72, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.33, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.39, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.4, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.4, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.84, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.77, {'C', 'E', 'G'}, '']
Cmaj ['Cmaj', 0.64, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.73, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.66, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.49, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.48, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.83, {'C', 'E', 'G'}, '']
Cmaj ['Cmaj', 0.85, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.88, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.37, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.39, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.63, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.32, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.34, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.51, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.55, {'C', 'E', 'G'}, '']
Cmaj ['Cmaj', 0.34, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.65, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.64, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.56, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.36, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.36, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.9, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.93, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.55, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.7, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.62, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.63, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.27, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.65, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.77, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.27, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.65, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.77, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.7, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.62, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.63, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.55, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.36, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.36, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.9, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.93, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.65, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.64, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.56, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.55, {'C', 'E', 'G'}, '']
Cmaj ['Cmaj', 0.34, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.32, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.34, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.51, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.63, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.83, {'C', 'E', 'G'}, '']
Cmaj ['Cmaj', 0.85, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.88, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.37, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.39, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.48, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.64, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.73, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.66, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.49, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.84, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.77, {'C', 'E', 'G'}, '']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.4, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.33, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.39, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.4, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.59, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.72, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.51, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.74, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.71, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.39, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.54, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.47, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.37, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.84, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.77, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.37, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.58, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.55, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.58, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.43, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.34, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.59, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.84, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.33, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.35, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.48, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.46, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.63, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.66, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.6, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.49, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.34, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.3, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.4, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.84, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.49, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.34, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.77, {'C', 'E', 'G'}, '']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.73, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.64, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.66, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.49, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.51, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.62, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.48, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.59, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.85, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.83, {'C', 'E', 'G'}, '']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.39, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.88, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.37, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.63, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.33, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.32, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.51, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.34, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.34, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.55, {'C', 'E', 'G'}, '']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.65, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.56, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.37, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.64, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.36, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.36, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.93, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.58, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.55, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.9, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.51, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.74, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.55, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.71, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.7, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.63, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.62, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.65, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.27, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.39, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.4, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.77, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.34, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.49, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.84, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.3, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.4, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.6, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.66, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.63, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.46, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.48, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.48, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.64, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.73, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.49, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.84, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.33, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.63, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.35, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.59, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.88, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.33, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.32, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.43, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.58, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.55, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.58, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.37, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.47, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.78, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.64, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.37, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.56, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.84, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.62, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.51, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.54, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.63, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.51, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.71, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.39, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.74, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.72, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.59, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.33, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.77, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.4, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.39, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.33, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.77, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.4, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.39, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.72, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.59, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.51, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.71, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.39, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.74, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.62, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.54, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.63, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.37, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.47, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.78, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.64, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.37, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.56, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.84, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.55, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.58, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.43, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.58, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.32, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.33, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.59, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.88, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.57, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.84, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.33, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.63, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.35, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.48, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.64, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.73, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.52, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.49, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.62, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.79, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.46, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.48, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.42, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.4, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.6, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.66, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.34, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.49, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.84, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.3, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.41, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.5, {'C', 'E', 'G'}, 'E']
Cmaj ['Cmaj', 0.65, {'C', 'E', 'G'}, 'C']
Cmaj ['Cmaj', 0.27, {'C', 'E', 'G'}, 'E']
