Amin ['Amin', 0.46, {'A', 'E', 'C'}, 'E']
Cmaj ['C', 0.36, {'D', 'E', 'C'}, 'C']
Cmaj ['C', 0.38, {'D', 'E', 'C'}, 'C']
Cmaj ['C', 0.35, {'D', 'E', 'C'}, 'C']
Cmaj ['C', 0.4, {'D', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.28, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.25, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.46, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.12, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.3, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.28, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.5, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.14, {'Bb', 'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.26, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.19, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.32, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.13, {'Bb', 'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.31, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.27, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.43, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.18, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.25, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.19, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.34, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.14, {'G', 'D', 'E', 'C'}, 'C']
Cmaj ['D', 0.64, {'Bb', 'D', 'C'}, 'D']
Cmaj ['C', 0.49, {'Bb', 'D', 'C'}, 'C']
Cmaj ['C', 0.43, {'Bb', 'D', 'C'}, 'C']
Cmaj ['D', 0.65, {'Bb', 'D', 'C'}, 'D']
Cmaj ['C', 0.6, {'Bb', 'D', 'C'}, 'C']
Cmaj ['C', 0.49, {'Bb', 'E', 'C'}, 'C']
Cmaj ['C', 0.43, {'Bb', 'E', 'C'}, 'C']
Cmaj ['Bb', 0.7, {'Bb', 'D', 'C'}, 'Bb']
Cmaj ['Cmaj', 0.47, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.48, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.57, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.54, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.53, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.38, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.43, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.55, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.32, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.22, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.32, {'G', 'E', 'C'}, 'C']
Cmaj ['C', 0.58, {'Bb', 'E', 'C'}, 'C']
Cmaj ['C', 0.56, {'Bb', 'E', 'C'}, 'C']
Cmaj ['C', 0.42, {'Bb', 'E', 'C'}, 'C']
Cmaj ['C', 0.39, {'Bb', 'E', 'C'}, 'C']
Cmaj ['C', 0.65, {'Bb', 'D', 'E', 'C'}, 'C']
Cmaj ['C', 0.39, {'Bb', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.23, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.21, {'G', 'E', 'C'}, 'C']
Cmaj ['E', 0.59, {'Bb', 'E', 'C'}, 'E']
Cmaj ['D', 0.63, {'Gb', 'D', 'C'}, 'D']
Cmaj ['D', 0.56, {'Bb', 'D', 'C'}, 'D']
Cmaj ['D', 0.42, {'D', 'Eb', 'C'}, 'D']
Cmaj ['D', 0.48, {'A', 'D', 'C'}, 'D']
Cmaj ['C', 0.22, {'B', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.44, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.29, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.24, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.73, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.77, {'G', 'E', 'C'}, 'G']
Cmaj ['Cmaj', 0.79, {'G', 'E', 'C'}, 'G']
Cmaj ['G', 0.21, {'G', 'Ab', 'C'}, 'G']
Cmaj ['Cmaj', 0.4, {'G', 'E', 'C'}, 'G']
Cmaj ['Cmaj', 0.28, {'G', 'E', 'C'}, 'G']
Cmaj ['Cmaj', 0.3, {'G', 'E', 'C'}, 'G']
Cmaj ['Cmaj', 0.34, {'G', 'E', 'C'}, 'G']
Cmaj ['Cmaj', 0.21, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.12, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.24, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.3, {'G', 'E', 'C'}, 'C']
Cmaj ['G', 0.5, {'G', 'B', 'C'}, 'G']
Cmaj ['Emin', 0.3, {'G', 'B', 'E'}, 'G']
Cmaj ['Cmaj', 0.52, {'G', 'E', 'C'}, 'G']
Cmaj ['G', 0.5, {'G', 'B', 'C'}, 'G']
Cmaj ['Cmaj', 0.73, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.63, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.59, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.3, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.27, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.27, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.47, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.38, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.66, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.57, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.69, {'G', 'E', 'C'}, 'C']
Cmaj ['C', 0.27, {'B', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.13, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.74, {'G', 'E', 'C'}, 'C']
Cmaj ['Csus4', 0.58, {'G', 'F', 'C'}, 'C']
Cmaj ['Cmaj', 0.09, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.34, {'G', 'E', 'C'}, 'E']
Cmaj ['Csus2', 0.58, {'G', 'D', 'C'}, 'G']
Cmaj ['Csus2', 0.64, {'G', 'D', 'C'}, 'G']
Cmaj ['Cmaj', 0.34, {'G', 'E', 'C'}, 'E']
Cmaj ['Csus2', 0.33, {'G', 'D', 'C'}, 'G']
Cmaj ['Csus2', 0.16, {'G', 'D', 'C'}, 'G']
Cmaj ['Csus2', 0.13, {'G', 'D', 'C'}, 'G']
Cmaj ['Cmaj', 0.26, {'G', 'E', 'C'}, 'G']
Cmaj ['Cmaj', 0.3, {'G', 'E', 'C'}, 'G']
Cmaj ['Cmaj', 0.29, {'G', 'E', 'C'}, 'G']
Cmaj ['Cmaj', 0.28, {'G', 'E', 'C'}, 'G']
Cmaj ['Cmaj', 0.53, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.47, {'G', 'E', 'C'}, 'G']
Cmaj ['Cmaj', 0.85, {'G', 'E', 'C'}, 'G']
Cmaj ['Cmaj', 0.65, {'G', 'E', 'C'}, 'G']
Cmaj ['Cmaj', 0.34, {'G', 'E', 'C'}, 'G']
Cmaj ['C', 0.66, {'E', 'B', 'C'}, 'C']
Cmaj ['E', 0.73, {'E', 'B', 'C'}, 'E']
Cmaj ['B', 0.74, {'E', 'B', 'C'}, 'B']
Cmaj ['E', 0.22, {'B', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.36, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.37, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.49, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.25, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.64, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.69, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.82, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.43, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.64, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.27, {'G', 'E', 'C'}, 'C']
Cmaj ['C', 0.66, {'E', 'B', 'C'}, 'C']
Cmaj ['Cmaj', 0.4, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.44, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.48, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.75, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.4, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.6, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.44, {'G', 'E', 'C'}, 'C']
Cmaj ['Cmaj', 0.69, {'G', 'E', 'C'}, 'E']
Cmaj ['Cmaj', 0.26, {'G', 'E', 'C'}, 'C']
Dmin ['Dmin', 0.69, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.43, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.84, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.52, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.92, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.72, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.86, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.57, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.59, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.33, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.47, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.63, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.64, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.41, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.6, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.42, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.55, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.55, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.62, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.69, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.35, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.36, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.18, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.68, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.62, {'A', 'D', 'F'}, 'A']
Dmin ['Dsus2', 0.25, {'A', 'D', 'E'}, 'D']
Dmin ['Dmin', 0.32, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.61, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.38, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.28, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.32, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.46, {'A', 'D', 'F'}, 'A']
Dmin ['D', 0.63, {'A', 'D', 'C'}, 'D']
Dmin ['Dsus2', 0.46, {'A', 'D', 'E'}, 'D']
Dmin ['D', 0.6, {'D', 'E', 'C'}, 'D']
Dmin ['A', 0.57, {'A', 'D', 'C'}, 'A']
Dmin ['Dsus2', 0.57, {'A', 'D', 'E'}, 'A']
Dmin ['A', 0.51, {'A', 'D', 'C'}, 'A']
Dmin ['Dmaj', 0.76, {'Gb', 'A', 'D'}, 'A']
Dmin ['A', 0.57, {'A', 'G', 'E'}, 'A']
Dmin ['Dmin', 0.34, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.4, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.52, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.63, {'A', 'D', 'F'}, 'D']
Dmin ['E', 0.82, {'D', 'F', 'E'}, 'E']
Dmin ['Dmin', 0.57, {'A', 'D', 'F'}, 'D']
Dmin ['A', 0.72, {'Bb', 'A', 'D'}, 'A']
Dmin ['E', 0.66, {'D', 'F', 'E'}, 'E']
Dmin ['E', 0.74, {'D', 'F', 'E'}, 'E']
Dmin ['Dsus2', 0.58, {'A', 'D', 'E'}, 'A']
Dmin ['A', 0.76, {'Bb', 'A', 'E'}, 'A']
Dmin ['E', 0.62, {'Bb', 'E', 'F'}, 'E']
Dmin ['Bbdim', 0.4, {'Bb', 'Db', 'E'}, 'E']
Dmin ['E', 0.68, {'Bb', 'A', 'E', 'F'}, 'E']
Dmin ['Bbdim', 0.58, {'Bb', 'Db', 'E'}, 'E']
Dmin ['Bbdim', 0.36, {'Bb', 'Db', 'E'}, 'E']
Dmin ['Dmin', 0.66, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.65, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.8, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.44, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.79, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.73, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.82, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.56, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.79, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.42, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.54, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.58, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.75, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.76, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.9, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.61, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.71, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.55, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.87, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.59, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.84, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.71, {'A', 'D', 'F'}, '']
Dmin ['Dmin', 0.89, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.63, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.71, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.45, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.89, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.52, {'A', 'D', 'F'}, 'F']
Dmin ['E', 0.69, {'D', 'F', 'E'}, 'E']
Dmin ['D', 0.61, {'D', 'F', 'E'}, 'D']
Dmin ['Dsus2', 0.94, {'A', 'D', 'E'}, 'E']
Dmin ['Dsus2', 0.53, {'A', 'D', 'E'}, 'E']
Dmin ['Dmin', 0.83, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.7, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.79, {'A', 'D', 'F'}, 'A']
Dmin ['A', 0.42, {'A', 'E', 'F'}, 'A']
Dmin ['Dmin', 0.96, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.77, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.93, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.51, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.86, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.96, {'A', 'D', 'F'}, '']
Dmin ['Dmin', 0.98, {'A', 'D', 'F'}, '']
Dmin ['Dmin', 0.47, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.82, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.76, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.96, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.64, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.67, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.68, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.86, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.49, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.77, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.91, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.84, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.53, {'A', 'D', 'F'}, 'F']
Dmin ['E', 0.63, {'D', 'F', 'E'}, 'E']
Dmin ['D', 0.66, {'D', 'F', 'E'}, 'D']
Dmin ['Dsus2', 0.79, {'A', 'D', 'E'}, 'E']
Dmin ['Dsus2', 0.51, {'A', 'D', 'E'}, 'E']
Dmin ['E', 0.54, {'D', 'F', 'E'}, 'E']
Dmin ['D', 0.73, {'D', 'F', 'E'}, 'D']
Dmin ['D', 0.5, {'D', 'F', 'E'}, 'D']
Dmin ['E', 0.46, {'D', 'F', 'E'}, 'E']
Dmin ['Dmin', 0.62, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.57, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.77, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.69, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.7, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.57, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.67, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.74, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.61, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.56, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.73, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.78, {'A', 'D', 'F'}, 'F']
Dmin ['F', 0.91, {'D', 'F', 'E'}, 'F']
Dmin ['F', 0.65, {'D', 'F', 'E'}, 'F']
Dmin ['D', 0.73, {'D', 'F', 'E'}, 'D']
Dmin ['E', 0.81, {'D', 'F', 'E'}, 'E']
Dmin ['D', 0.69, {'D', 'F', 'E'}, 'D']
Dmin ['Dmin', 0.8, {'A', 'D', 'F'}, '']
Dmin ['Dmin', 0.49, {'A', 'D', 'F'}, 'D']
Dmin ['D', 0.59, {'D', 'F', 'E'}, 'D']
Dmin ['A', 0.72, {'Bb', 'A', 'E'}, 'A']
Dmin ['B', 0.63, {'Bb', 'E', 'B'}, 'B']
Dmin ['Bb', 0.68, {'Bb', 'E', 'F'}, 'Bb']
Dmin ['Bb', 0.85, {'Bb', 'E', 'F'}, 'Bb']
Dmin ['Dsus2', 0.56, {'A', 'D', 'E'}, 'D']
Dmin ['Dmin', 0.17, {'F', 'A', 'D', 'E'}, 'D']
Dmin ['Dsus2', 0.18, {'A', 'D', 'E'}, 'D']
Dmin ['Dmin', 0.13, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.9, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.71, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.8, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.64, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.43, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.46, {'A', 'D', 'F'}, 'A']
Dmin ['A', 0.24, {'Bb', 'A', 'D'}, 'A']
Dmin ['Dmin', 0.26, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.06, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.32, {'A', 'D', 'F'}, 'D']
Dmin ['Dsus2', 0.48, {'A', 'D', 'E'}, 'D']
Dmin ['Dmin', 0.1, {'A', 'D', 'F'}, 'D']
Dmin ['Dmaj', 0.48, {'Gb', 'A', 'D'}, 'D']
Dmin ['Dmaj', 0.52, {'Gb', 'A', 'D'}, 'A']
Dmin ['A', 0.51, {'Db', 'A', 'D'}, 'A']
Dmin ['Dmaj', 0.54, {'Gb', 'A', 'D'}, 'A']
Dmin ['Dmin', 0.36, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.28, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.24, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.34, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.43, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.23, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.15, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.29, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.32, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.3, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.29, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.4, {'A', 'D', 'F'}, 'D']
Dmin ['Dmaj', 0.3, {'Gb', 'A', 'D'}, 'D']
Dmin ['Dmin', 0.15, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.36, {'A', 'D', 'F'}, 'D']
Dmin ['Dmaj', 0.35, {'Gb', 'A', 'D'}, 'D']
Dmin ['F', 0.7, {'F', 'G', 'E'}, 'F']
Dmin ['G', 0.31, {'G', 'A', 'E'}, 'G']
Dmin ['D', 0.5, {'G', 'D', 'E'}, 'D']
Dmin ['Dmin', 0.36, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.35, {'A', 'D', 'F'}, 'D']
Dmin ['Dsus2', 0.32, {'A', 'D', 'E'}, 'D']
Dmin ['Dsus2', 0.23, {'A', 'D', 'E'}, 'D']
Dmin ['Dmin', 0.42, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.21, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.18, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.11, {'A', 'D', 'F'}, 'A']
Dmin ['Dmin', 0.63, {'A', 'D', 'F'}, 'D']
Dmin ['Dsus2', 0.12, {'A', 'D', 'E'}, 'A']
Dmin ['Dsus2', 0.32, {'A', 'D', 'E'}, 'A']
Dmin ['Dsus2', 0.15, {'Bb', 'A', 'D', 'E'}, 'A']
Dmin ['D', 0.32, {'Bb', 'A', 'D'}, 'D']
Dmin ['Dsus2', 0.36, {'A', 'D', 'E'}, 'A']
Dmin ['B', 0.71, {'A', 'D', 'B'}, 'B']
Dmin ['Dsus2', 0.89, {'A', 'D', 'E'}, 'A']
Dmin ['Amin', 0.61, {'A', 'E', 'C'}, 'A']
Dmin ['Dmin', 0.78, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.56, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.84, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.56, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.4, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.34, {'A', 'D', 'F'}, 'D']
Dmin ['Dsus4', 0.19, {'A', 'G', 'D'}, 'D']
Dmin ['Dmin', 0.56, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.33, {'A', 'D', 'F'}, 'D']
Dmin ['D', 0.08, {'Bb', 'A', 'D'}, 'D']
Dmin ['Dmin', 0.22, {'A', 'D', 'F'}, 'D']
Dmin ['Dmin', 0.34, {'A', 'D', 'F'}, 'D']
Dmin ['Dsus2', 0.58, {'A', 'D', 'E'}, 'A']
Dmin ['Dsus2', 0.55, {'A', 'D', 'E'}, 'A']
Dmin ['Dsus2', 0.47, {'A', 'D', 'E'}, 'A']
Dmin ['Dsus2', 0.44, {'A', 'D', 'E'}, 'A']
Dmin ['Dsus2', 0.59, {'A', 'D', 'E'}, 'A']
Dmin ['Dmin', 0.79, {'A', 'D', 'F'}, 'F']
Dmin ['Dmin', 0.77, {'A', 'D', 'F'}, 'D']
Dmin ['F', 0.46, {'D', 'F', 'C'}, 'F']
Emin ['Emin', 0.29, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.27, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.34, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.41, {'G', 'B', 'E'}, 'E']
Emin ['Emin', 0.12, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.11, {'G', 'E', 'B'}, 'B']
Emin ['B', 0.11, {'E', 'B', 'C'}, 'B']
Emin ['Cmaj', 0.38, {'G', 'B', 'E', 'C'}, 'E']
Emin ['B', 0.09, {'D', 'E', 'B'}, 'B']
Emin ['Emin', 0.07, {'G', 'E', 'B'}, 'B']
Emin ['Esus4', 0.08, {'A', 'E', 'B', 'C'}, 'B']
Emin ['B', 0.36, {'B', 'D', 'E'}, 'B']
Emin ['Esus2', 0.17, {'Gb', 'E', 'B'}, 'B']
Emin ['Emin', 0.13, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.15, {'G', 'E', 'B'}, 'B']
Emin ['Esus2', 0.49, {'Gb', 'B', 'E'}, 'B']
Emin ['Esus2', 0.45, {'Gb', 'E', 'B'}, 'B']
Emin ['Emin', 0.34, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.4, {'G', 'E', 'B'}, 'B']
Emin ['Esus2', 0.44, {'Gb', 'E', 'B'}, 'E']
Emin ['Emin', 0.41, {'G', 'E', 'B'}, 'B']
Emin ['Gmaj', 0.37, {'G', 'D', 'B'}, 'G']
Emin ['Emin', 0.39, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.56, {'G', 'E', 'B'}, 'E']
Emin ['Emin', 0.45, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.83, {'G', 'E', 'B'}, 'G']
Emin ['Emin', 0.34, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.38, {'G', 'B', 'E'}, 'B']
Emin ['Emin', 0.28, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.43, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.41, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.59, {'G', 'B', 'E'}, 'B']
Emin ['B', 0.52, {'A', 'Eb', 'B'}, 'B']
Emin ['B', 0.7, {'F', 'E', 'B'}, 'B']
Emin ['B', 0.84, {'A', 'Eb', 'B'}, 'B']
Emin ['Emaj', 0.16, {'Ab', 'E', 'B'}, 'B']
Emin ['A', 0.65, {'A', 'Eb', 'B'}, 'A']
Emin ['A', 0.68, {'A', 'Eb', 'Ab'}, 'A']
Emin ['Eb', 0.8, {'A', 'Eb', 'Ab'}, 'Eb']
Emin ['Eb', 0.52, {'A', 'Eb', 'Ab'}, 'Eb']
Emin ['Emin', 0.59, {'G', 'B', 'E'}, 'B']
Emin ['Emin', 0.67, {'G', 'B', 'E'}, 'B']
Emin ['Emin', 0.95, {'G', 'E', 'B'}, 'G']
Emin ['Emin', 0.41, {'G', 'B', 'E'}, 'B']
